day,slot,mechanism,location,kl15,note
21,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
21,2,evaporation,loading bays,0.001479,vapour displaced from road tankers
22,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
22,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
22,0,evaporation,TK-03,0.000145,FREE VENT - PV valve missing/stuck open
22,0,evaporation,TK-04,0.001896,"PV valve, set 2.5 kPa"
22,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
22,0,evaporation,loading bays,0.002397,vapour displaced from road tankers
22,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
22,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
22,1,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
22,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
22,1,evaporation,TK-05,0.003902,"PV valve, set 2.5 kPa"
22,1,evaporation,loading bays,0.003274,vapour displaced from road tankers
22,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
22,2,evaporation,TK-02,0.001648,"PV valve, set 2.5 kPa"
22,2,evaporation,TK-03,0.000167,FREE VENT - PV valve missing/stuck open
22,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
22,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
22,2,evaporation,loading bays,0.001631,vapour displaced from road tankers
23,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
23,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
23,0,evaporation,TK-03,0.000154,FREE VENT - PV valve missing/stuck open
23,0,evaporation,TK-04,0.002217,"PV valve, set 2.5 kPa"
23,0,evaporation,TK-05,4e-06,"PV valve, set 2.5 kPa"
23,0,evaporation,loading bays,0.00199,vapour displaced from road tankers
23,1,evaporation,TK-01,0.003329,"PV valve, set 2.5 kPa"
23,1,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
23,1,evaporation,TK-03,0.000201,FREE VENT - PV valve missing/stuck open
23,1,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
23,1,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
23,1,evaporation,loading bays,0.002645,vapour displaced from road tankers
23,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
23,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
23,2,evaporation,TK-03,0.001828,FREE VENT - PV valve missing/stuck open
23,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
23,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
23,2,evaporation,loading bays,0.001631,vapour displaced from road tankers
24,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
24,0,evaporation,TK-02,0.002296,"PV valve, set 2.5 kPa"
24,0,evaporation,TK-03,0.000155,FREE VENT - PV valve missing/stuck open
24,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
24,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
24,0,evaporation,loading bays,0.002141,vapour displaced from road tankers
24,1,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
24,1,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
24,1,evaporation,TK-03,0.000194,FREE VENT - PV valve missing/stuck open
24,1,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
24,1,evaporation,TK-05,0.003397,"PV valve, set 2.5 kPa"
24,1,evaporation,loading bays,0.00286,vapour displaced from road tankers
24,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
24,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
24,2,evaporation,TK-03,0.00017,FREE VENT - PV valve missing/stuck open
24,2,evaporation,TK-04,0.001932,"PV valve, set 2.5 kPa"
24,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
24,2,evaporation,loading bays,0.001257,vapour displaced from road tankers
25,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
25,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
25,0,evaporation,TK-03,0.002706,FREE VENT - PV valve missing/stuck open
25,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
25,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
25,0,evaporation,loading bays,0.002089,vapour displaced from road tankers
25,1,evaporation,TK-01,0.003484,"PV valve, set 2.5 kPa"
25,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
25,1,evaporation,TK-03,0.000184,FREE VENT - PV valve missing/stuck open
25,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
25,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
25,1,evaporation,loading bays,0.002902,vapour displaced from road tankers
25,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
25,2,evaporation,TK-02,0.002171,"PV valve, set 2.5 kPa"
25,2,evaporation,TK-03,0.000159,FREE VENT - PV valve missing/stuck open
25,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
25,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
25,2,evaporation,loading bays,0.001174,vapour displaced from road tankers
26,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
26,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
26,0,evaporation,TK-03,0.000145,FREE VENT - PV valve missing/stuck open
26,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
26,0,evaporation,TK-05,0.002147,"PV valve, set 2.5 kPa"
26,0,evaporation,loading bays,0.001702,vapour displaced from road tankers
26,1,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
26,1,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
26,1,evaporation,TK-03,0.00019,FREE VENT - PV valve missing/stuck open
26,1,evaporation,TK-04,0.003431,"PV valve, set 2.5 kPa"
26,1,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
26,1,evaporation,loading bays,0.002817,vapour displaced from road tankers
26,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
26,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
26,2,evaporation,TK-03,0.000169,FREE VENT - PV valve missing/stuck open
26,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
26,2,evaporation,TK-05,0.002169,"PV valve, set 2.5 kPa"
26,2,evaporation,loading bays,0.00174,vapour displaced from road tankers
27,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
27,0,evaporation,TK-02,0.00286,"PV valve, set 2.5 kPa"
27,0,evaporation,TK-03,0.000156,FREE VENT - PV valve missing/stuck open
27,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
27,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
27,0,evaporation,loading bays,0.001994,vapour displaced from road tankers
27,1,evaporation,TK-01,0.003557,"PV valve, set 2.5 kPa"
27,1,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
27,1,evaporation,TK-03,0.00021,FREE VENT - PV valve missing/stuck open
27,1,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
27,1,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
27,1,evaporation,loading bays,0.002783,vapour displaced from road tankers
27,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
27,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
27,2,evaporation,TK-03,0.002094,FREE VENT - PV valve missing/stuck open
27,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
27,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
27,2,evaporation,loading bays,0.001391,vapour displaced from road tankers
28,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
28,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
28,0,evaporation,TK-03,0.000153,FREE VENT - PV valve missing/stuck open
28,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
28,0,evaporation,TK-05,0.00233,"PV valve, set 2.5 kPa"
28,0,evaporation,loading bays,0.002022,vapour displaced from road tankers
28,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
28,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
28,1,evaporation,TK-03,0.000206,FREE VENT - PV valve missing/stuck open
28,1,evaporation,TK-04,0.004263,"PV valve, set 2.5 kPa"
28,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
28,1,evaporation,loading bays,0.003608,vapour displaced from road tankers
28,2,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
28,2,evaporation,TK-02,0.001809,"PV valve, set 2.5 kPa"
28,2,evaporation,TK-03,0.000154,FREE VENT - PV valve missing/stuck open
28,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
28,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
28,2,evaporation,loading bays,0.00149,vapour displaced from road tankers
29,0,evaporation,TK-01,0.002189,"PV valve, set 2.5 kPa"
29,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
29,0,evaporation,TK-03,0.000159,FREE VENT - PV valve missing/stuck open
29,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
29,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
29,0,evaporation,loading bays,0.002047,vapour displaced from road tankers
29,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
29,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
29,1,evaporation,TK-03,0.003464,FREE VENT - PV valve missing/stuck open
29,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
29,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
29,1,evaporation,loading bays,0.003576,vapour displaced from road tankers
29,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
29,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
29,2,evaporation,TK-03,0.00015,FREE VENT - PV valve missing/stuck open
29,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
29,2,evaporation,TK-05,0.001833,"PV valve, set 2.5 kPa"
29,2,evaporation,loading bays,0.001478,vapour displaced from road tankers
30,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
30,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
30,0,evaporation,TK-03,0.000147,FREE VENT - PV valve missing/stuck open
30,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
30,0,evaporation,TK-05,0.002737,"PV valve, set 2.5 kPa"
30,0,evaporation,loading bays,0.002016,vapour displaced from road tankers
30,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
30,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
30,1,evaporation,TK-03,0.000199,FREE VENT - PV valve missing/stuck open
30,1,evaporation,TK-04,0.004629,"PV valve, set 2.5 kPa"
30,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
30,1,evaporation,loading bays,0.003602,vapour displaced from road tankers
30,2,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
30,2,evaporation,TK-02,0.001531,"PV valve, set 2.5 kPa"
30,2,evaporation,TK-03,0.000155,FREE VENT - PV valve missing/stuck open
30,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
30,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
30,2,evaporation,loading bays,0.001271,vapour displaced from road tankers
31,0,evaporation,TK-01,0.0021,"PV valve, set 2.5 kPa"
31,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
31,0,evaporation,TK-03,0.000154,FREE VENT - PV valve missing/stuck open
31,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
31,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
31,0,evaporation,loading bays,0.002016,vapour displaced from road tankers
31,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
31,1,evaporation,TK-02,0.004153,"PV valve, set 2.5 kPa"
31,1,evaporation,TK-03,0.000219,FREE VENT - PV valve missing/stuck open
31,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
31,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
31,1,evaporation,loading bays,0.003525,vapour displaced from road tankers
31,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
31,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
31,2,evaporation,TK-03,0.001951,FREE VENT - PV valve missing/stuck open
31,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
31,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
31,2,evaporation,loading bays,0.001412,vapour displaced from road tankers
32,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
32,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
32,0,evaporation,TK-03,0.000147,FREE VENT - PV valve missing/stuck open
32,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
32,0,evaporation,TK-05,0.002335,"PV valve, set 2.5 kPa"
32,0,evaporation,loading bays,0.00154,vapour displaced from road tankers
32,1,evaporation,TK-01,0.004789,"PV valve, set 2.5 kPa"
32,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
32,1,evaporation,TK-03,0.000199,FREE VENT - PV valve missing/stuck open
32,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
32,1,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
32,1,evaporation,loading bays,0.003522,vapour displaced from road tankers
32,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
32,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
32,2,evaporation,TK-03,0.000171,FREE VENT - PV valve missing/stuck open
32,2,evaporation,TK-04,0.001258,"PV valve, set 2.5 kPa"
32,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
32,2,evaporation,loading bays,0.001573,vapour displaced from road tankers
33,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
33,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
33,0,evaporation,TK-03,0.002934,FREE VENT - PV valve missing/stuck open
33,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
33,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
33,0,evaporation,loading bays,0.001957,vapour displaced from road tankers
33,1,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
33,1,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
33,1,evaporation,TK-03,0.00017,FREE VENT - PV valve missing/stuck open
33,1,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
33,1,evaporation,TK-05,0.004572,"PV valve, set 2.5 kPa"
33,1,evaporation,loading bays,0.003773,vapour displaced from road tankers
33,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
33,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
33,2,evaporation,TK-03,0.000159,FREE VENT - PV valve missing/stuck open
33,2,evaporation,TK-04,0.002162,"PV valve, set 2.5 kPa"
33,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
33,2,evaporation,loading bays,0.00155,vapour displaced from road tankers
34,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
34,0,evaporation,TK-02,0.002511,"PV valve, set 2.5 kPa"
34,0,evaporation,TK-03,0.000134,FREE VENT - PV valve missing/stuck open
34,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
34,0,evaporation,TK-05,4e-06,"PV valve, set 2.5 kPa"
34,0,evaporation,loading bays,0.001856,vapour displaced from road tankers
34,1,evaporation,TK-01,0.004213,"PV valve, set 2.5 kPa"
34,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
34,1,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
34,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
34,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
34,1,evaporation,loading bays,0.003084,vapour displaced from road tankers
34,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
34,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
34,2,evaporation,TK-03,0.000162,FREE VENT - PV valve missing/stuck open
34,2,evaporation,TK-04,0.001783,"PV valve, set 2.5 kPa"
34,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
34,2,evaporation,loading bays,0.001512,vapour displaced from road tankers
35,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
35,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
35,0,evaporation,TK-03,0.000158,FREE VENT - PV valve missing/stuck open
35,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
35,0,evaporation,TK-05,0.002413,"PV valve, set 2.5 kPa"
35,0,evaporation,loading bays,0.002019,vapour displaced from road tankers
35,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
35,1,evaporation,TK-02,0.004309,"PV valve, set 2.5 kPa"
35,1,evaporation,TK-03,0.000216,FREE VENT - PV valve missing/stuck open
35,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
35,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
35,1,evaporation,loading bays,0.003538,vapour displaced from road tankers
35,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
35,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
35,2,evaporation,TK-03,0.002048,FREE VENT - PV valve missing/stuck open
35,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
35,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
35,2,evaporation,loading bays,0.001579,vapour displaced from road tankers
36,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
36,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
36,0,evaporation,TK-03,0.000157,FREE VENT - PV valve missing/stuck open
36,0,evaporation,TK-04,0.002267,"PV valve, set 2.5 kPa"
36,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
36,0,evaporation,loading bays,0.002349,vapour displaced from road tankers
36,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
36,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
36,1,evaporation,TK-03,0.000202,FREE VENT - PV valve missing/stuck open
36,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
36,1,evaporation,TK-05,0.003279,"PV valve, set 2.5 kPa"
36,1,evaporation,loading bays,0.003313,vapour displaced from road tankers
36,2,evaporation,TK-01,0.002126,"PV valve, set 2.5 kPa"
36,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
36,2,evaporation,TK-03,0.000173,FREE VENT - PV valve missing/stuck open
36,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
36,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
36,2,evaporation,loading bays,0.001668,vapour displaced from road tankers
37,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
37,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
37,0,evaporation,TK-03,0.003034,FREE VENT - PV valve missing/stuck open
37,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
37,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
37,0,evaporation,loading bays,0.001594,vapour displaced from road tankers
37,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
37,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
37,1,evaporation,TK-03,0.000173,FREE VENT - PV valve missing/stuck open
37,1,evaporation,TK-04,0.003954,"PV valve, set 2.5 kPa"
37,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
37,1,evaporation,loading bays,0.003315,vapour displaced from road tankers
37,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
37,2,evaporation,TK-02,0.001994,"PV valve, set 2.5 kPa"
37,2,evaporation,TK-03,0.000147,FREE VENT - PV valve missing/stuck open
37,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
37,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
37,2,evaporation,loading bays,0.001647,vapour displaced from road tankers
38,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
38,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
38,0,evaporation,TK-03,0.000135,FREE VENT - PV valve missing/stuck open
38,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
38,0,evaporation,TK-05,0.00227,"PV valve, set 2.5 kPa"
38,0,evaporation,loading bays,0.001461,vapour displaced from road tankers
38,1,evaporation,TK-01,0.003907,"PV valve, set 2.5 kPa"
38,1,evaporation,TK-03,0.0002,FREE VENT - PV valve missing/stuck open
38,1,evaporation,loading bays,0.003611,vapour displaced from road tankers
38,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
38,2,evaporation,TK-02,0.002323,"PV valve, set 2.5 kPa"
38,2,evaporation,TK-03,0.00016,FREE VENT - PV valve missing/stuck open
38,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
38,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
38,2,evaporation,loading bays,0.001494,vapour displaced from road tankers
39,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
39,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
39,0,evaporation,TK-03,0.000157,FREE VENT - PV valve missing/stuck open
39,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
39,0,evaporation,TK-05,0.002141,"PV valve, set 2.5 kPa"
39,0,evaporation,loading bays,0.002165,vapour displaced from road tankers
39,1,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
39,1,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
39,1,evaporation,TK-03,0.000196,FREE VENT - PV valve missing/stuck open
39,1,evaporation,TK-04,0.003702,"PV valve, set 2.5 kPa"
39,1,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
39,1,evaporation,loading bays,0.003153,vapour displaced from road tankers
39,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
39,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
39,2,evaporation,TK-03,0.001696,FREE VENT - PV valve missing/stuck open
39,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
39,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
39,2,evaporation,loading bays,0.001509,vapour displaced from road tankers
40,0,evaporation,TK-01,0.002413,"PV valve, set 2.5 kPa"
40,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
40,0,evaporation,TK-03,0.000145,FREE VENT - PV valve missing/stuck open
40,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
40,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
40,0,evaporation,loading bays,0.00183,vapour displaced from road tankers
40,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
40,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
40,1,evaporation,TK-03,0.000203,FREE VENT - PV valve missing/stuck open
40,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
40,1,evaporation,TK-05,0.003728,"PV valve, set 2.5 kPa"
40,1,evaporation,loading bays,0.002847,vapour displaced from road tankers
40,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
40,2,evaporation,TK-02,0.001859,"PV valve, set 2.5 kPa"
40,2,evaporation,TK-03,0.000175,FREE VENT - PV valve missing/stuck open
40,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
40,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
40,2,evaporation,loading bays,0.001609,vapour displaced from road tankers
41,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
41,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
41,0,evaporation,TK-03,0.002661,FREE VENT - PV valve missing/stuck open
41,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
41,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
41,0,evaporation,loading bays,0.002023,vapour displaced from road tankers
41,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
41,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
41,1,evaporation,TK-03,0.000178,FREE VENT - PV valve missing/stuck open
41,1,evaporation,TK-04,0.003175,"PV valve, set 2.5 kPa"
41,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
41,1,evaporation,loading bays,0.003431,vapour displaced from road tankers
41,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
41,2,evaporation,TK-02,0.001772,"PV valve, set 2.5 kPa"
41,2,evaporation,TK-03,0.000145,FREE VENT - PV valve missing/stuck open
41,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
41,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
41,2,evaporation,loading bays,0.001626,vapour displaced from road tankers
42,0,evaporation,TK-01,0.002737,"PV valve, set 2.5 kPa"
42,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
